Epoch	Score
1	0.1894
2	0.185
3	0.1901
4	0.1901
5	0.1913
6	0.1907
7	0.1905
8	0.1958
9	0.1891
10	0.2057
11	0.2215
12	0.1906
13	0.19
14	0.1907
15	0.1907
16	0.1907
17	0.1907
18	0.1907
19	0.1907
20	0.1907
21	0.1907
22	0.1907
23	0.1907
24	0.1907
25	0.1907
26	0.1907
27	0.1907
28	0.1907
29	0.1907
30	0.1907
31	0.1907
32	0.1907
33	0.1907
34	0.1907
35	0.1907
36	0.1907
37	0.1907
38	0.1907
39	0.1907
40	0.1907
41	0.1907
42	0.1907
43	0.1907
44	0.1907
45	0.1907
46	0.1907
47	0.1907
48	0.19
49	0.1903
50	0.1907
51	0.1907
52	0.1907
53	0.1907
54	0.1907
55	0.1907
56	0.1907
57	0.1907
58	0.1907
59	0.1907
60	0.1907
61	0.1907
62	0.1907
63	0.1907
64	0.1907
65	0.1907
66	0.1907
67	0.1907
68	0.1907
69	0.1907
70	0.1907
71	0.1907
72	0.1907
73	0.1907
74	0.1907
75	0.1907
76	0.1907
77	0.1907
78	0.1907
79	0.1907
80	0.1907
